Reporting Laboratory,Week,SARS-CoV-2 Tested,SARS-CoV-2 Positive,Flu Tested,A(H1)pdm09 Positive,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Tested,RSV Positive,HPIV Tested,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Tested,ADV Positive,HMPV Tested,HMPV Positive,EV/RV Tested,EV/RV Positive,HCoV Tested,HCoV Positive
Montérégie, 3,1477,208,1591,0,0,190,190,8,1576,86,2,0,0,0,0,0,2,0,2,0,N.C.,N.C.,2,0
Montérégie, 42,1556,316,813,0,0,2,2,0,765,27,13,0,0,0,0,0,13,0,13,0,N.C.,N.C.,13,0
Montérégie, 41,1420,225,763,0,0,0,0,1,752,27,5,0,0,0,1,0,5,0,5,0,N.C.,N.C.,5,0
Montérégie, 36,1154,240,657,0,0,1,1,0,624,7,3,0,0,0,0,0,3,0,3,0,N.C.,N.C.,3,0
Montérégie, 7,1377,96,1520,0,0,187,187,15,1519,47,11,0,0,0,0,0,11,0,11,2,N.C.,N.C.,11,0
Montérégie, 9,1604,98,1575,0,0,144,144,32,1574,43,7,0,0,0,0,0,7,0,7,0,N.C.,N.C.,7,2
Montérégie, 1,1899,393,2059,0,0,283,283,5,2024,121,3,0,0,0,0,0,3,0,3,0,N.C.,N.C.,3,0
Montérégie, 45,1489,282,916,0,0,16,16,1,856,61,0,0,0,0,0,0,0,0,0,0,N.C.,N.C.,0,0
Montérégie, 37,1315,252,789,0,0,6,6,0,677,11,7,1,0,0,0,0,7,0,7,0,N.C.,N.C.,7,0
Montérégie, 4,1398,172,1624,0,0,203,203,2,1616,89,9,0,0,0,0,0,9,1,9,0,N.C.,N.C.,9,1
Montérégie, 43,1517,281,852,0,0,12,12,2,813,51,4,0,0,0,0,0,4,0,4,0,N.C.,N.C.,4,0
Montérégie, 6,1328,123,1520,0,0,216,216,8,1511,50,7,0,0,0,0,0,7,1,7,0,N.C.,N.C.,7,0
Montérégie, 49,1488,323,1368,0,0,106,106,3,1305,96,11,0,0,0,0,0,11,0,11,0,N.C.,N.C.,11,0
Montérégie, 39,2140,466,918,0,0,1,1,0,828,14,4,0,0,0,0,0,4,0,4,0,N.C.,N.C.,4,0
Montérégie, 47,1856,375,1028,0,0,29,29,1,1004,88,9,0,0,0,0,0,9,1,9,0,N.C.,N.C.,9,0
Montérégie, 8,1532,93,1611,0,0,241,241,20,1608,39,8,0,0,0,0,0,8,0,8,0,N.C.,N.C.,8,0
Montérégie, 48,1652,354,1178,0,0,53,53,2,1141,102,11,0,0,0,0,0,11,1,11,0,N.C.,N.C.,11,0
Montérégie, 38,1625,344,839,0,0,0,0,0,738,14,6,0,0,0,0,0,6,0,6,0,N.C.,N.C.,6,0
Montérégie, 5,1390,147,1578,0,0,206,206,5,1578,66,11,0,0,0,0,0,11,1,11,0,N.C.,N.C.,11,0
Montérégie, 46,1797,315,931,0,0,20,20,0,888,72,3,0,0,0,0,0,3,0,3,0,N.C.,N.C.,3,0
Montérégie, 44,1617,295,912,0,0,18,18,2,878,48,4,0,0,0,0,0,4,1,4,0,N.C.,N.C.,4,0
Montérégie, 40,2006,389,946,0,0,1,1,2,870,19,8,0,0,0,0,0,8,0,8,0,N.C.,N.C.,8,0
New Brunswick, 46,1029,171,969,13,2,14,29,0,945,19,84,0,0,0,1,0,84,5,84,0,84,21,84,0
New Brunswick, 5,1224,107,1219,44,3,50,97,21,1206,137,103,0,0,1,0,0,103,5,103,2,103,11,103,10
New Brunswick, 3,1217,106,1226,0,0,116,116,2,1210,120,109,0,0,0,2,0,109,4,109,2,109,10,109,7
New Brunswick, 49,1259,195,1196,87,1,83,171,0,1163,67,109,0,1,0,1,0,109,3,109,0,109,11,109,5
New Brunswick, 44,918,122,829,2,1,0,3,0,819,16,88,0,0,0,2,0,88,1,88,0,88,31,88,0
New Brunswick, 41,952,160,804,1,0,2,3,0,793,6,71,0,0,0,0,0,71,1,71,0,71,24,71,0
New Brunswick, 38,840,107,534,0,0,0,0,0,527,6,73,0,0,0,0,0,73,0,73,0,73,21,73,0
New Brunswick, 39,855,111,526,0,0,0,0,1,515,2,56,1,0,0,0,0,56,0,56,0,56,16,56,0
New Brunswick, 45,937,139,862,2,1,1,4,0,851,11,65,0,0,0,6,0,65,1,65,0,65,15,65,0
New Brunswick, 2,1345,121,1353,49,4,169,222,2,1327,108,109,0,0,0,0,0,109,2,109,0,109,10,109,4
New Brunswick, 9,1086,75,1152,14,0,34,48,81,1152,81,105,0,0,0,1,0,105,5,105,9,105,12,105,7
New Brunswick, 1,1624,162,1635,92,2,265,359,4,1603,123,114,0,0,0,0,0,114,2,114,4,114,4,114,6
New Brunswick, 8,1128,87,1166,28,2,6,36,58,1166,99,104,0,0,0,1,0,104,3,104,6,104,19,104,10
New Brunswick, 47,1018,164,969,20,0,36,56,1,943,37,103,0,0,0,2,0,103,7,103,0,103,23,103,2
New Brunswick, 4,1131,104,1149,39,1,47,87,6,1139,135,108,0,0,0,0,0,108,11,108,1,108,17,108,9
New Brunswick, 35,642,92,360,0,0,0,0,0,345,0,49,0,0,0,0,0,49,2,49,0,49,8,49,0
New Brunswick, 36,641,86,367,0,0,0,0,0,367,2,45,0,1,0,1,0,45,1,45,0,45,11,45,0
New Brunswick, 48,1081,156,1042,27,0,53,80,0,1034,37,106,1,1,0,2,0,106,7,106,0,106,22,106,2
New Brunswick, 7,1123,92,1127,18,2,27,47,47,1127,105,83,0,0,0,0,0,83,2,83,1,83,16,83,2
New Brunswick, 37,807,122,498,0,0,1,1,0,483,0,51,2,0,0,0,0,51,1,51,0,51,13,51,1
New Brunswick, 6,1174,101,1215,39,0,49,88,34,1214,152,142,0,0,0,0,0,142,16,142,9,142,44,142,14
New Brunswick, 50,1488,230,1433,92,0,190,282,1,1408,97,109,0,0,0,1,0,109,6,109,3,109,20,109,1
New Brunswick, 42,961,158,812,3,0,0,3,0,798,2,67,0,1,0,1,0,67,0,67,0,67,22,67,0
New Brunswick, 40,949,162,677,0,0,2,2,0,663,1,55,3,0,0,1,0,55,2,55,0,55,19,55,0
New Brunswick, 52,1522,171,1570,83,0,382,465,0,1538,114,110,0,0,0,0,0,110,0,110,3,110,12,110,4
New Brunswick, 43,958,138,833,6,0,0,6,0,824,13,70,0,0,0,2,0,70,3,70,0,70,20,70,0
Newfoundland, 44,544,93,351,0,0,15,15,0,351,3,351,1,2,1,1,0,351,7,351,1,351,38,351,1
Newfoundland, 45,519,113,345,0,0,25,25,0,345,13,345,1,2,0,2,0,345,8,345,1,345,46,345,4
Newfoundland, 2,974,146,752,0,0,107,107,0,752,88,752,1,4,4,7,0,752,9,752,13,752,23,752,24
Newfoundland, 38,465,66,299,0,0,0,0,0,299,2,299,0,2,0,5,0,299,4,299,0,299,74,299,0
Newfoundland, 36,414,81,279,0,0,0,0,0,279,3,279,0,0,0,2,0,279,3,279,0,279,70,279,2
Newfoundland, 52,695,97,554,0,0,109,109,1,554,53,554,1,4,0,5,0,554,10,554,13,554,19,554,7
Newfoundland, 1,743,106,654,0,0,88,88,5,654,64,654,0,5,1,7,0,654,4,654,10,654,21,654,18
Newfoundland, 40,519,105,350,0,0,0,0,0,350,1,350,0,1,1,6,0,350,6,350,2,350,67,350,1
Newfoundland, 48,749,173,524,0,0,28,28,1,524,27,524,0,6,1,4,0,524,13,524,6,524,34,524,2
Newfoundland, 41,599,130,372,0,0,1,1,0,372,4,372,1,1,1,5,0,372,5,372,0,372,68,372,1
Newfoundland, 39,501,87,307,0,0,0,0,0,307,1,307,0,0,0,4,0,307,2,307,1,307,73,307,0
Newfoundland, 42,571,108,387,0,0,4,4,0,387,4,387,0,1,1,5,0,387,3,387,1,387,69,387,1
Newfoundland, 37,479,67,296,0,0,0,0,0,296,3,296,1,1,0,1,0,296,5,296,2,296,62,296,1
Newfoundland, 46,506,122,367,0,0,26,26,1,367,10,367,1,1,0,6,0,367,17,367,2,367,33,367,1
Newfoundland, 43,509,95,367,0,0,8,8,0,367,4,367,0,0,1,2,0,367,7,367,3,367,43,367,2
Newfoundland, 47,702,168,482,0,0,43,43,0,482,22,482,1,1,0,5,0,482,10,482,5,482,41,482,2
Newfoundland, 35,488,79,283,0,0,0,0,0,283,0,283,0,0,1,3,0,283,3,283,0,283,63,283,0
Newfoundland, 50,718,129,562,0,0,74,74,1,562,30,562,0,4,0,7,0,562,7,562,10,562,28,562,2
Newfoundland, 49,715,138,523,0,0,49,49,2,523,40,523,0,3,2,4,0,523,15,523,8,523,27,523,3
Newfoundland, 9,530,40,420,0,0,29,29,4,420,27,420,1,1,1,1,0,420,17,420,12,420,19,420,20
Newfoundland, 5,843,76,623,0,0,127,127,5,623,61,623,0,3,4,1,0,623,12,623,16,623,16,623,27
Newfoundland, 7,684,63,476,0,0,57,57,12,476,46,476,1,3,1,2,0,476,5,476,15,476,17,476,34
Newfoundland, 3,729,77,544,0,0,97,97,0,544,60,544,0,4,0,3,0,544,5,544,9,544,13,544,29
Newfoundland, 4,832,55,671,0,0,111,111,2,671,70,671,0,1,1,3,0,671,13,671,14,671,19,671,33
Newfoundland, 6,757,69,588,0,0,104,104,4,588,72,588,0,2,2,2,0,588,10,588,13,588,14,588,27
Newfoundland, 8,584,34,481,0,0,48,48,8,481,41,481,1,1,0,0,0,481,8,481,19,481,16,481,30
Northwest Territories, 41,36,8,27,0,0,0,0,0,27,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,27,8,N.C.,N.C.
Northwest Territories, 7,36,0,36,0,0,0,0,7,36,18,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,36,3,36,0,36,5,N.C.,N.C.
Northwest Territories, 48,43,3,36,11,0,0,11,0,36,3,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,36,3,N.C.,N.C.
Northwest Territories, 9,44,3,43,0,0,0,0,12,43,11,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,43,5,43,0,43,2,N.C.,N.C.
Northwest Territories, 43,17,3,15,1,0,0,1,0,15,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,15,2,N.C.,N.C.
Northwest Territories, 42,37,6,32,0,0,0,0,0,32,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,32,12,N.C.,N.C.
Northwest Territories, 2,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Northwest Territories, 38,29,1,22,0,0,0,0,0,22,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,22,8,N.C.,N.C.
Northwest Territories, 39,23,4,17,0,0,0,0,0,17,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,17,9,N.C.,N.C.
Northwest Territories, 44,24,2,23,2,0,0,2,0,23,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,23,1,N.C.,N.C.
Northwest Territories, 50,72,3,71,44,0,0,44,0,71,8,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,71,8,N.C.,N.C.
Northwest Territories, 37,9,2,7,0,0,0,0,0,7,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,7,1,N.C.,N.C.
Northwest Territories, 5,36,1,36,0,0,0,0,1,36,12,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,36,2,36,1,36,2,N.C.,N.C.
Northwest Territories, 40,24,2,18,0,0,0,0,0,18,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,18,6,N.C.,N.C.
Northwest Territories, 4,44,2,44,1,0,0,1,0,44,15,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,44,4,N.C.,N.C.
Northwest Territories, 6,31,3,31,0,0,0,0,0,31,9,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,31,3,31,0,31,5,N.C.,N.C.
Northwest Territories, 35,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Northwest Territories, 3,38,1,38,0,1,0,1,0,38,4,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,38,7,N.C.,N.C.
Northwest Territories, 46,22,1,12,0,2,0,2,0,12,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,12,0,N.C.,N.C.
Northwest Territories, 52,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Northwest Territories, 45,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Northwest Territories, 47,22,1,22,4,0,0,4,0,22,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,22,6,N.C.,N.C.
Northwest Territories, 36,2,1,1,0,0,0,0,0,1,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,1,0,N.C.,N.C.
Northwest Territories, 49,56,4,55,23,0,0,23,0,55,4,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,55,3,N.C.,N.C.
Northwest Territories, 1,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Northwest Territories, 8,59,2,58,0,0,0,0,9,58,29,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,58,0,58,0,58,7,N.C.,N.C.
Nova Scotia, 46,1466,392,789,0,0,13,13,1,789,24,42,0,0,0,1,0,42,0,42,0,42,15,42,0
Nova Scotia, 45,1435,342,744,0,0,9,9,3,744,33,48,0,1,0,1,0,48,3,48,0,48,13,48,0
Nova Scotia, 41,1729,408,687,0,0,6,6,0,687,6,37,0,0,0,0,0,37,2,30,0,37,14,37,0
Nova Scotia, 44,1328,290,660,0,0,6,6,1,660,21,37,1,0,0,2,0,37,2,37,0,37,10,37,0
Nova Scotia, 7,1185,117,1099,0,0,132,132,15,827,30,42,0,0,1,0,0,42,0,42,0,42,3,42,1
Nova Scotia, 39,1603,489,564,0,0,2,2,0,564,8,33,0,0,0,0,0,33,2,33,0,33,15,33,0
Nova Scotia, 1,1732,273,1523,0,0,190,190,6,1053,126,28,0,0,0,1,0,28,3,28,1,28,6,28,0
Nova Scotia, 5,1585,147,1506,0,0,259,259,44,1146,72,32,0,0,0,0,0,32,3,32,0,32,4,32,1
Nova Scotia, 43,1464,298,714,0,0,5,5,0,714,16,27,1,0,0,1,0,27,3,27,0,27,10,26,0
Nova Scotia, 42,1683,383,713,0,0,6,6,1,713,8,34,1,0,0,1,0,34,3,34,0,34,13,34,0
Nova Scotia, 6,1368,133,1234,0,0,193,193,22,954,35,30,0,0,0,0,0,30,1,30,0,30,4,30,0
Nova Scotia, 52,1672,310,1450,0,0,181,181,13,1039,122,22,0,0,0,0,0,22,2,22,0,22,3,22,0
Nova Scotia, 9,1156,88,1048,0,0,114,114,13,926,38,32,0,0,0,0,0,32,0,32,0,32,3,32,3
Nova Scotia, 49,1442,354,983,0,0,48,48,1,864,90,17,0,0,0,0,0,17,1,17,0,17,2,17,0
Nova Scotia, 2,1684,235,1465,0,0,191,191,10,1010,93,41,0,0,0,0,0,41,2,41,0,41,3,41,0
Nova Scotia, 4,1563,187,1393,0,0,250,250,36,1009,68,30,0,0,0,0,0,30,0,30,0,30,1,30,0
Nova Scotia, 35,871,173,332,0,0,0,0,0,332,0,23,1,0,0,0,0,23,1,23,0,23,2,23,0
Nova Scotia, 38,1324,327,549,0,0,1,1,0,549,10,52,4,0,1,0,0,52,1,52,0,52,20,52,0
Nova Scotia, 48,1476,397,1014,0,0,24,24,2,828,81,33,0,0,0,1,0,33,1,33,0,33,7,33,0
Nova Scotia, 3,1559,202,1424,0,0,226,226,29,954,83,29,0,0,0,0,0,29,0,29,0,29,4,29,0
Nova Scotia, 37,1131,281,412,0,0,0,0,0,412,0,45,2,1,0,1,0,45,0,45,0,45,15,45,0
Nova Scotia, 40,1885,575,710,0,0,4,4,0,710,3,52,2,0,0,1,0,52,3,52,0,52,18,52,0
Nova Scotia, 47,1514,393,953,0,0,16,16,0,821,50,24,1,0,0,0,0,24,0,24,1,24,7,24,0
Nova Scotia, 50,1625,367,1253,0,0,61,61,1,919,117,35,0,0,0,0,0,35,2,35,0,35,4,35,0
Nova Scotia, 36,1129,284,392,0,0,0,0,0,392,1,24,2,0,0,0,0,24,2,24,1,24,5,24,0
Nova Scotia, 8,1205,115,1097,0,0,121,121,11,898,32,38,0,0,0,0,0,38,0,38,0,38,1,38,3
Nunavut, 45,108,12,66,0,0,0,0,0,66,4,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 44,111,15,79,0,1,0,1,0,79,3,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 1,152,3,119,0,1,33,34,0,119,16,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 7,109,7,75,1,0,1,2,3,75,15,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 42,117,24,65,0,0,0,0,0,65,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 43,140,35,69,0,0,0,0,0,69,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 48,161,14,81,0,3,26,29,0,81,6,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 46,126,6,73,0,0,0,0,0,73,6,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 35,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 3,85,3,75,0,2,2,4,0,75,17,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 50,221,12,179,0,3,72,75,0,179,16,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 36,69,8,59,0,0,0,0,0,59,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 49,276,22,165,0,3,65,68,0,165,10,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 5,76,1,54,0,0,0,0,2,54,10,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 37,84,8,58,0,0,0,0,0,58,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 9,119,9,84,0,0,0,0,8,84,18,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 41,95,13,61,0,0,0,0,0,61,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 52,141,8,101,0,3,32,35,0,101,19,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 38,86,14,45,0,0,0,0,0,45,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 39,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 6,120,7,95,0,0,0,0,4,95,21,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 47,103,8,68,0,0,12,12,0,68,13,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 8,153,17,99,0,0,0,0,5,99,18,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 2,127,5,120,0,1,19,20,0,120,31,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 4,95,5,86,0,0,0,0,0,86,25,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Nunavut, 40,100,14,67,0,0,0,0,0,67,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Ouest du Québec, 45,1750,463,643,0,0,5,5,0,640,56,33,1,0,0,1,0,33,3,33,0,N.C.,N.C.,33,0
Ouest du Québec, 6,1316,118,686,0,0,100,100,10,673,21,17,0,0,1,0,0,17,2,17,0,N.C.,N.C.,17,4
Ouest du Québec, 4,1388,192,695,0,0,99,99,4,685,26,13,0,0,0,0,0,13,1,13,0,N.C.,N.C.,13,3
Ouest du Québec, 46,1698,445,634,0,0,15,15,2,630,59,35,1,0,1,0,0,35,2,35,0,N.C.,N.C.,35,0
Ouest du Québec, 52,1988,424,1201,0,0,291,291,2,1186,63,13,0,0,0,0,0,13,0,13,0,N.C.,N.C.,13,3
Ouest du Québec, 50,1946,499,618,1,0,99,100,1,611,63,17,0,0,0,0,0,17,3,17,0,N.C.,N.C.,17,0
Ouest du Québec, 48,1783,483,432,0,0,16,16,3,431,56,17,0,0,0,0,0,17,3,17,1,N.C.,N.C.,17,0
Ouest du Québec, 44,1629,383,633,0,0,5,5,0,630,42,25,0,0,0,0,0,25,1,25,0,N.C.,N.C.,25,0
Ouest du Québec, 47,1631,451,496,0,0,10,10,0,495,68,14,0,0,0,0,0,14,1,14,0,N.C.,N.C.,14,0
Ouest du Québec, 49,1844,503,457,1,0,35,36,0,454,66,23,0,0,0,1,0,23,2,23,1,N.C.,N.C.,23,0
Ouest du Québec, 5,1464,180,773,0,0,138,138,6,759,36,16,0,0,1,0,0,16,0,16,0,N.C.,N.C.,16,0
Ouest du Québec, 42,1951,457,609,0,0,5,5,0,608,21,12,0,0,0,0,0,12,3,12,0,N.C.,N.C.,12,0
Ouest du Québec, 39,2370,711,546,0,0,0,0,1,543,15,17,1,1,0,2,0,17,1,17,0,N.C.,N.C.,17,0
Ouest du Québec, 36,1369,279,339,0,0,0,0,0,339,10,15,0,0,0,0,0,15,0,15,0,N.C.,N.C.,15,0
Ouest du Québec, 43,1655,344,581,0,0,1,1,2,580,39,28,2,0,0,0,0,28,2,28,0,N.C.,N.C.,28,0
Ouest du Québec, 37,1537,345,418,0,0,1,1,1,418,6,20,1,1,0,0,0,20,2,20,0,N.C.,N.C.,20,0
Ouest du Québec, 38,1931,514,439,0,0,4,4,0,438,8,21,2,0,0,0,0,21,1,21,0,N.C.,N.C.,21,0
Ouest du Québec, 8,1432,92,874,0,0,124,124,14,866,30,10,0,0,1,1,0,10,2,10,1,N.C.,N.C.,10,2
Ouest du Québec, 1,2055,417,1205,0,0,197,197,8,1194,77,22,0,0,0,0,0,22,0,22,1,N.C.,N.C.,22,2
Ouest du Québec, 41,1983,486,615,0,0,2,2,1,615,25,20,0,0,0,0,0,20,1,20,0,N.C.,N.C.,20,0
Ouest du Québec, 40,2385,663,659,1,0,6,7,0,658,13,26,0,0,0,0,0,26,1,26,1,N.C.,N.C.,26,0
Ouest du Québec, 3,1396,201,673,0,0,68,68,11,661,21,16,0,0,1,0,0,16,0,16,2,N.C.,N.C.,16,0
Ouest du Québec, 7,1364,135,820,0,0,117,117,15,812,30,16,0,0,1,0,0,16,1,16,1,N.C.,N.C.,16,3
Ouest du Québec, 9,1339,91,841,0,0,97,97,27,815,17,23,0,0,1,0,0,23,0,23,1,N.C.,N.C.,23,3
Ouest du Québec, 35,1146,221,277,0,0,1,1,1,277,4,14,1,1,1,2,0,14,1,14,2,N.C.,N.C.,14,1
Ouest du Québec, 2,1736,279,856,0,0,109,109,4,847,33,20,1,0,0,0,0,20,3,20,0,N.C.,N.C.,20,0
P.H.O.L. - Hamilton, 39,327,95,256,0,0,0,0,0,256,6,182,0,0,0,0,3,182,3,182,1,182,56,182,0
P.H.O.L. - Hamilton, 50,228,89,154,7,3,0,8,1,154,10,140,0,0,0,0,8,140,5,140,1,140,9,140,5
P.H.O.L. - Hamilton, 36,287,102,194,1,0,0,0,0,194,0,122,0,0,0,0,7,122,2,122,0,122,27,122,0
P.H.O.L. - Hamilton, 4,219,54,183,3,1,8,11,0,183,2,135,0,0,0,0,4,135,3,135,3,135,9,135,25
P.H.O.L. - Hamilton, 38,392,117,258,0,0,0,0,0,258,1,181,0,0,0,0,7,181,1,181,1,181,63,181,1
P.H.O.L. - Hamilton, 2,301,84,243,19,10,9,26,1,243,8,160,0,0,0,0,2,160,0,160,4,160,21,160,5
P.H.O.L. - Hamilton, 5,184,30,164,12,1,3,15,4,164,1,134,0,0,0,0,6,134,3,134,6,134,10,134,15
P.H.O.L. - Hamilton, 48,249,83,170,1,0,0,1,0,170,21,122,0,0,0,0,2,122,4,122,2,122,10,122,1
P.H.O.L. - Hamilton, 3,294,80,259,11,6,23,34,1,258,5,153,0,0,0,0,3,153,3,153,3,153,9,153,24
P.H.O.L. - Hamilton, 47,357,180,281,3,0,1,2,0,281,20,177,0,0,0,0,4,177,2,177,1,177,16,177,1
P.H.O.L. - Hamilton, 49,325,110,230,5,13,9,18,1,230,11,165,0,0,0,0,6,165,5,165,2,165,17,165,5
